time (sec),channel 1 (V),channel 2 (V)
-0.062799994934,-1.1712,-19.908000000000001
-0.062599994933999994,-1.1712,-20.224
-0.062399994934000003,-1.1712,-20.066000000000003
-0.062199994933999997,-1.1712,-20.224
-0.061999994933999998,-1.1712,-20.224
-0.061799994933999999,-1.1776,-20.066000000000003
-0.061599994934000001,-1.1712,-20.224
-0.061399994934000002,-1.1839999999999999,-20.066000000000003
-0.061199994934000003,-1.1776,-20.224
-0.060999994933999997,-1.1839999999999999,-20.224
-0.060799994933999998,-1.1839999999999999,-20.224
-0.060599994934,-1.1839999999999999,-20.382000000000001
-0.060399994934000001,-1.1839999999999999,-20.224
-0.060199994934000002,-1.1903999999999999,-20.382000000000001
-0.059999994934000003,-1.1903999999999999,-20.382000000000001
-0.059799994933999998,-1.1903999999999999,-20.224
-0.059599994933999999,-1.1903999999999999,-20.382000000000001
-0.059399994934,-1.1903999999999999,-20.382000000000001
-0.059199994934000001,-1.1903999999999999,-20.382000000000001
-0.058999994934000002,-1.1967999999999999,-20.382000000000001
-0.058799994933999997,-1.1903999999999999,-20.382000000000001
-0.058599994933999998,-1.1967999999999999,-20.382000000000001
-0.058399994933999999,-1.1967999999999999,-20.382000000000001
-0.058199994934,-1.1967999999999999,-20.382000000000001
-0.057999994934000002,-1.1967999999999999,-20.382000000000001
-0.057799994934000003,-1.2031999999999998,-20.539999999999999
-0.057599994933999997,-1.1967999999999999,-20.382000000000001
-0.057399994933999998,-1.2031999999999998,-20.382000000000001
-0.057199994933999999,-1.2031999999999998,-20.382000000000001
-0.056999994934000001,-1.2096,-20.539999999999999
-0.056799994934000002,-1.2096,-20.539999999999999
-0.056599994934000003,-1.2031999999999998,-20.382000000000001
-0.056399994933999997,-1.2096,-20.382000000000001
-0.056199994933999999,-1.216,-20.539999999999999
-0.055999994934,-1.2096,-20.539999999999999
-0.055799994934000001,-1.216,-20.382000000000001
-0.055599994934000002,-1.216,-20.539999999999999
-0.055399994933999996,-1.216,-20.698
-0.055199994933999998,-1.216,-20.698
-0.054999994933999999,-1.216,-20.539999999999999
-0.054799994934,-1.216,-20.698
-0.054599994934000001,-1.2223999999999999,-20.539999999999999
-0.054399994933999996,-1.216,-20.698
-0.054199994934000004,-1.2223999999999999,-20.539999999999999
-0.053999994933999998,-1.2223999999999999,-20.698
-0.053799994933999999,-1.2223999999999999,-20.856000000000002
-0.053599994934,-1.2223999999999999,-20.698
-0.053399994934000002,-1.2223999999999999,-20.856000000000002
-0.053199994934000003,-1.2223999999999999,-20.698
-0.052999994933999997,-1.216,-20.698
-0.052799994933999998,-1.216,-20.698
-0.052599994933999999,-1.216,-20.539999999999999
-0.052399994934000001,-1.216,-20.698
-0.052199994934000002,-1.2096,-20.382000000000001
-0.051999994933999996,-1.216,-20.698
-0.051799994933999997,-1.2096,-20.382000000000001
-0.051599994933999999,-1.2096,-20.382000000000001
-0.051399994934,-1.2031999999999998,-20.539999999999999
-0.051199994934000001,-1.2031999999999998,-20.382000000000001
-0.050999994934000002,-1.1967999999999999,-20.382000000000001
-0.050799994934000003,-1.2031999999999998,-20.382000000000001
-0.050599994933999998,-1.1967999999999999,-20.382000000000001
-0.050399994933999999,-1.1967999999999999,-20.382000000000001
-0.050199994934,-1.1903999999999999,-20.382000000000001
-0.049999994934000001,-1.1903999999999999,-20.382000000000001
-0.049799994934000003,-1.1967999999999999,-20.382000000000001
-0.049599994933999997,-1.1903999999999999,-20.382000000000001
-0.049399994933999998,-1.1903999999999999,-20.224
-0.049199994933999999,-1.1903999999999999,-20.224
-0.048999994934,-1.1903999999999999,-20.382000000000001
-0.048799994934000002,-1.1903999999999999,-20.224
-0.048599994933999996,-1.1839999999999999,-20.382000000000001
-0.048399994933999997,-1.1839999999999999,-20.224
-0.048199994933999998,-1.1776,-20.382000000000001
-0.047999994934,-1.1776,-20.224
-0.047799994934000001,-1.1776,-20.066000000000003
-0.047599994934000002,-1.1776,-20.224
-0.047399994934000003,-1.1712,-20.066000000000003
-0.047199994933999997,-1.1712,-20.224
-0.046999994933999999,-1.1712,-20.066000000000003
-0.046799994934,-1.1712,-20.066000000000003
-0.046599994934000001,-1.1712,-20.224
-0.046399994934000002,-1.1712,-20.066000000000003
-0.046199994933999997,-1.1712,-19.908000000000001
-0.045999994933999998,-1.1647999999999998,-19.908000000000001
-0.045799994933999999,-1.1647999999999998,-20.066000000000003
-0.045599994934,-1.1647999999999998,-19.908000000000001
-0.045399994934000001,-1.1583999999999999,-19.908000000000001
-0.045199994933999996,-1.1583999999999999,-19.908000000000001
-0.044999994934000004,-1.1583999999999999,-19.908000000000001
-0.044799994933999998,-1.1583999999999999,-19.908000000000001
-0.044599994933999999,-1.1519999999999999,-19.908000000000001
-0.044399994934000001,-1.1519999999999999,-19.908000000000001
-0.044199994933999995,-1.1456,-19.908000000000001
-0.043999994934000003,-1.1519999999999999,-19.908000000000001
-0.043799994933999997,-1.1456,-19.908000000000001
-0.043599994933999998,-1.1456,-19.908000000000001
-0.043399994934,-1.1456,-19.75
-0.043199994934000001,-1.1456,-19.908000000000001
-0.042999994934000002,-1.1456,-19.75
-0.042799994933999996,-1.1456,-19.75
-0.042599994933999998,-1.1392,-19.908000000000001
-0.042399994933999999,-1.1392,-19.908000000000001
-0.042199994934,-1.1328,-19.591999999999999
-0.041999994934000001,-1.1328,-19.75
-0.041799994933999995,-1.1328,-19.591999999999999
-0.041599994934000004,-1.1328,-19.591999999999999
-0.041399994933999998,-1.1263999999999998,-19.75
-0.041199994933999999,-1.1263999999999998,-19.591999999999999
-0.040999994934,-1.1199999999999999,-19.434000000000001
-0.040799994933999995,-1.1199999999999999,-19.434000000000001
-0.040599994934000003,-1.1263999999999998,-19.591999999999999
-0.040399994933999997,-1.1199999999999999,-19.434000000000001
-0.040199994933999998,-1.1199999999999999,-19.276
-0.039999994933999999,-1.1199999999999999,-19.434000000000001
-0.039799994934000001,-1.1199999999999999,-19.276
-0.039599994934000002,-1.1199999999999999,-19.276
-0.039399994933999996,-1.1135999999999999,-19.118000000000002
-0.039199994934000004,-1.1135999999999999,-18.960000000000001
-0.038999994933999999,-1.1072,-18.802
-0.038799994934,-1.1072,-18.643999999999998
-0.038599994934000001,-1.1135999999999999,-18.170000000000002
-0.038399994933999995,-1.1072,-18.170000000000002
-0.038199994934000003,-1.1008,-17.222000000000001
-0.037999994933999998,-1.1072,-17.064
-0.037799994933999999,-1.1008,-15.958
-0.037599994934,-1.1008,-15.958
-0.037399994933999994,-1.1008,-14.852
-0.037199994934000002,-1.1008,-14.694000000000001
-0.036999994933999997,-1.1008,-13.746
-0.036799994933999998,-1.1008,-13.588000000000001
-0.036599994933999999,-1.0943999999999998,-13.272
-0.036399994934,-1.0943999999999998,-13.272
-0.036199994934000002,-1.0943999999999998,-13.588000000000001
-0.035999994933999996,-1.0943999999999998,-13.588000000000001
-0.035799994934000004,-1.0879999999999999,-14.694000000000001
-0.035599994933999998,-1.0879999999999999,-14.694000000000001
-0.035399994933999999,-1.0879999999999999,-15.800000000000001
-0.035199994934000001,-1.0879999999999999,-15.958
-0.034999994933999995,-1.0815999999999999,-17.064
-0.034799994934000003,-1.0815999999999999,-17.064
-0.034599994933999997,-1.0751999999999999,-17.538
-0.034399994933999999,-1.0751999999999999,-17.696000000000002
-0.034199994934,-1.0751999999999999,-17.538
-0.033999994933999994,-1.0751999999999999,-17.538
-0.033799994934000002,-1.0751999999999999,-16.59
-0.033599994933999996,-1.0751999999999999,-16.432000000000002
-0.033399994933999998,-1.0751999999999999,-14.694000000000001
-0.033199994933999999,-1.0751999999999999,-14.536
-0.032999994934,-1.0688,-12.482000000000001
-0.032799994934000001,-1.0688,-12.324
-0.032599994933999996,-1.0688,-10.27
-0.032399994934000004,-1.0623999999999998,-10.27
-0.032199994933999998,-1.0688,-9.1639999999999997
-0.031999994933999999,-1.0623999999999998,-9.1639999999999997
-0.031799994934,-1.056,-8.6900000000000013
-0.031599994933999995,-1.0623999999999998,-8.6900000000000013
-0.031399994933999996,-1.056,-9.4800000000000004
-0.031199994933999997,-1.056,-9.4800000000000004
-0.030999994933999998,-1.056,-10.744
-0.030799994934,-1.056,-11.06
-0.030599994934000001,-1.056,-13.114000000000001
-0.030399994934000002,-1.056,-13.272
-0.030199994933999996,-1.0495999999999999,-15.326000000000001
-0.029999994933999997,-1.0495999999999999,-15.326000000000001
-0.029799994933999999,-1.0495999999999999,-16.748000000000001
-0.029599994934,-1.0495999999999999,-16.905999999999999
-0.029399994934000001,-1.0431999999999999,-17.696000000000002
-0.029199994933999995,-1.0431999999999999,-17.696000000000002
-0.028999994933999997,-1.0367999999999999,-18.170000000000002
-0.028799994933999998,-1.0431999999999999,-18.170000000000002
-0.028599994933999999,-1.0367999999999999,-18.327999999999999
-0.028399994934,-1.0367999999999999,-18.170000000000002
-0.028199994934000001,-1.0304,-18.170000000000002
-0.027999994933999996,-1.0304,-18.170000000000002
-0.027799994933999997,-1.0304,-18.170000000000002
-0.027599994933999998,-1.0304,-18.170000000000002
-0.027399994933999999,-1.0304,-18.170000000000002
-0.027199994934000001,-1.0304,-18.170000000000002
-0.026999994934000002,-1.0304,-18.170000000000002
-0.026799994933999996,-1.0304,-18.170000000000002
-0.026599994933999997,-1.024,-18.170000000000002
-0.026399994933999998,-1.0304,-18.170000000000002
-0.026199994934,-1.0175999999999998,-18.012
-0.025999994934000001,-1.024,-18.012
-0.025799994933999995,-1.0175999999999998,-18.170000000000002
-0.025599994933999996,-1.0175999999999998,-18.012
-0.025399994933999998,-1.0111999999999999,-17.853999999999999
-0.025199994933999999,-1.0175999999999998,-18.012
-0.024999994934,-1.0111999999999999,-17.853999999999999
-0.024799994934000001,-1.0111999999999999,-17.853999999999999
-0.024599994933999995,-1.0111999999999999,-17.696000000000002
-0.024399994933999997,-1.0111999999999999,-17.696000000000002
-0.024199994933999998,-1.0111999999999999,-17.538
