time (sec),channel 1 (V),channel 2 (V)
0.018280000059,-0.017839999459999999,-7.7623999999999995
0.018284000059000001,-0.01631999927,-7.7871999999999995
0.018288000059000002,-0.016959999349999998,-7.7623999999999995
0.018292000059000002,-0.01607999924,-7.7871999999999995
0.018296000058999999,-0.016399999280000001,-7.7871999999999995
0.018300000059,-0.017519999420000001,-7.7375999999999996
0.018304000059,-0.016399999280000001,-7.7623999999999995
0.018308000059000001,-0.017279999389999998,-7.7375999999999996
0.018312000059000001,-0.016799999329999999,-7.7623999999999995
0.018316000059000002,-0.017839999459999999,-7.7375999999999996
0.018320000058999999,-0.016959999349999998,-7.7375999999999996
0.018324000058999999,-0.017839999459999999,-7.7127999999999997
0.018328000059,-0.01743999941,-7.7127999999999997
0.018332000059,-0.018159999499999999,-7.7375999999999996
0.018336000059000001,-0.018079999489999998,-7.7127999999999997
0.018340000059000001,-0.017199999380000001,-7.7127999999999997
0.018344000059000002,-0.018399999529999999,-7.7127999999999997
0.018348000058999999,-0.017359999399999999,-7.7127999999999997
0.018352000059,-0.017839999459999999,-7.7127999999999997
0.018356000059,-0.016959999349999998,-7.7127999999999997
0.018360000059000001,-0.01743999941,-7.7127999999999997
0.018364000059000001,-0.018319999519999998,-7.7127999999999997
0.018368000059000002,-0.01767999944,-7.7127999999999997
0.018372000058999999,-0.017039999359999999,-7.7127999999999997
0.018376000058999999,-0.016959999349999998,-7.7127999999999997
0.018380000059,-0.017839999459999999,-7.7127999999999997
0.018384000059,-0.01743999941,-7.7127999999999997
0.018388000059000001,-0.016399999280000001,-7.6879999999999997
0.018392000059000001,-0.017519999420000001,-7.6879999999999997
0.018396000059000002,-0.016719999319999998,-7.7127999999999997
0.018400000058999999,-0.017279999389999998,-7.6631999999999998
0.018404000059,-0.016159999250000001,-7.6879999999999997
0.018408000059,-0.017279999389999998,-7.6631999999999998
0.018412000059000001,-0.016399999280000001,-7.6879999999999997
0.018416000059000001,-0.017279999389999998,-7.6879999999999997
0.018420000059000002,-0.016719999319999998,-7.6383999999999999
0.018424000058999999,-0.01791999947,-7.6879999999999997
0.018428000058999999,-0.01663999931,-7.6631999999999998
0.018432000059,-0.016799999329999999,-7.6879999999999997
