time (sec),channel 1 (V)
-0.014000011921,1.6000000000000001
-0.013000011921000001,1.6000000000000001
-0.012000011921,1.6000000000000001
-0.011000011920999999,1.6000000000000001
-0.010000011921,1.6000000000000001
-0.0090000119210000007,1.8
-0.0080000119209999998,2.0
-0.0070000119209999998,1.8
-0.0060000119209999998,2.2000000000000002
-0.0050000119209999989,2.0
-0.0040000119209999997,2.2000000000000002
-0.0030000119210000006,2.2000000000000002
-0.0020000119209999997,2.2000000000000002
-0.0010000119209999988,2.4000000000000004
-1.192099999963725e-08,2.2000000000000002
0.00099998807899999952,2.6000000000000001
0.0019999880790000004,2.6000000000000001
0.0029999880790000013,2.2000000000000002
0.0039999880790000022,2.2000000000000002
0.0049999880789999996,2.2000000000000002
0.0059999880790000005,2.2000000000000002
0.0069999880790000014,2.0
0.0079999880789999988,2.0
0.0089999880789999997,2.0
0.0099999880790000006,2.0
0.010999988079000001,1.6000000000000001
0.011999988079000002,1.6000000000000001
0.012999988079,1.8
0.013999988079000001,1.6000000000000001
0.014999988079000002,1.6000000000000001
0.015999988079000001,1.6000000000000001
0.016999988079000002,1.2000000000000002
0.017999988079000002,1.4000000000000001
0.018999988079000003,1.2000000000000002
0.019999988079000004,1.0
0.020999988079000005,1.2000000000000002
0.021999988079000006,0.80000000000000004
0.022999988079,1.0
0.023999988079000001,0.80000000000000004
0.024999988079000002,0.80000000000000004
0.025999988079000003,0.80000000000000004
0.026999988079000004,0.60000000000000009
0.027999988079000004,0.80000000000000004
0.028999988079000005,0.40000000000000002
0.029999988078999999,0.40000000000000002
0.030999988079,0.20000000000000001
0.031999988079000001,0.20000000000000001
0.032999988079000002,0.40000000000000002
0.033999988079000003,0.0
0.034999988079000004,0.20000000000000001
0.035999988079000005,0.0
0.036999988079000005,0.0
0.037999988079000006,0.0
0.038999988079,-0.20000000000000001
0.039999988079000001,0.0
0.040999988079000002,-0.40000000000000002
0.041999988079000003,-0.20000000000000001
0.042999988079000004,-0.60000000000000009
0.043999988079000005,-0.60000000000000009
0.044999988079000006,-0.60000000000000009
0.045999988079,-0.60000000000000009
0.046999988079,-0.80000000000000004
