time (sec),channel 1 (V)
0.066600002532999997,0.39800000000000002
0.066700002533,0.39400000000000002
0.066800002533000002,0.39200000000000002
0.066900002532999991,0.39800000000000002
0.067000002532999994,0.39800000000000002
0.067100002532999997,0.39400000000000002
0.067200002533,0.39600000000000002
0.067300002533000003,0.39200000000000002
0.067400002532999992,0.39000000000000001
0.067500002532999995,0.39800000000000002
0.067600002532999998,0.39600000000000002
0.067700002533,0.39000000000000001
0.067800002533000003,0.39000000000000001
0.067900002532999992,0.39800000000000002
0.068000002532999995,0.39000000000000001
0.068100002532999998,0.39600000000000002
0.068200002533000001,0.39000000000000001
0.068300002533000004,0.39400000000000002
0.068400002532999993,0.39000000000000001
0.068500002532999996,0.39800000000000002
0.068600002532999999,0.39400000000000002
0.068700002533000001,0.38800000000000001
0.06880000253299999,0.39000000000000001
0.068900002532999993,0.39400000000000002
0.069000002532999996,0.39200000000000002
0.069100002532999999,0.38600000000000001
0.069200002533000002,0.38600000000000001
0.069300002532999991,0.39200000000000002
0.069400002532999994,0.39200000000000002
0.069500002532999997,0.38600000000000001
0.069600002532999999,0.39000000000000001
0.069700002533000002,0.38400000000000001
0.069800002532999991,0.39000000000000001
0.069900002532999994,0.38400000000000001
0.070000002532999997,0.39000000000000001
0.070100002533,0.38400000000000001
0.070200002533000003,0.38400000000000001
0.070300002532999992,0.39000000000000001
0.070400002532999995,0.38800000000000001
0.070500002532999997,0.38400000000000001
0.070600002533,0.38400000000000001
0.070700002533000003,0.38600000000000001
0.070800002532999992,0.38400000000000001
0.070900002532999995,0.38200000000000001
0.071000002532999998,0.38200000000000001
0.071100002533000001,0.38600000000000001
0.07120000253299999,0.38
0.071300002532999993,0.38400000000000001
0.071400002532999995,0.38400000000000001
0.071500002532999998,0.378
0.071600002533000001,0.38
0.07170000253299999,0.38400000000000001
0.071800002532999993,0.38
0.071900002532999996,0.376
0.072000002532999999,0.38200000000000001
0.072100002533000002,0.376
0.072200002532999991,0.38
0.072300002532999993,0.374
0.072400002532999996,0.38
0.072500002532999999,0.376
0.072600002533000002,0.378
0.072700002532999991,0.372
0.072800002532999994,0.374
0.072900002532999997,0.378
0.073000002533,0.37
0.073100002533000003,0.376
0.073200002532999991,0.376
0.073300002532999994,0.37
0.073400002532999997,0.374
0.073500002533,0.37
0.073600002533000003,0.372
0.073700002532999992,0.36799999999999999
0.073800002532999995,0.37
0.073900002532999998,0.372
0.074000002533000001,0.372
0.074100002533000003,0.36600000000000005
0.074200002532999992,0.36400000000000005
0.074300002532999995,0.37
0.074400002532999998,0.36600000000000005
0.074500002533000001,0.37
0.074600002533000004,0.36799999999999999
0.074700002532999993,0.36200000000000004
0.074800002532999996,0.36200000000000004
0.074900002532999999,0.36799999999999999
0.075000002533000001,0.36200000000000004
0.075100002533000004,0.36600000000000005
0.075200002532999993,0.36200000000000004
0.075300002532999996,0.36000000000000004
0.075400002532999999,0.36200000000000004
0.075500002533000002,0.36200000000000004
0.075600002533000005,0.36400000000000005
0.075700002532999994,0.35800000000000004
0.075800002532999997,0.35800000000000004
0.075900002532999999,0.36200000000000004
0.076000002533000002,0.36200000000000004
0.076100002532999991,0.35800000000000004
0.076200002532999994,0.36200000000000004
0.076300002532999997,0.35400000000000004
0.076400002533,0.35800000000000004
0.076500002533000003,0.35400000000000004
0.076600002532999992,0.35400000000000004
0.076700002532999995,0.35800000000000004
0.076800002532999997,0.35400000000000004
0.076900002533,0.35800000000000004
0.077000002533000003,0.35400000000000004
0.077100002532999992,0.35200000000000004
0.077200002532999995,0.35400000000000004
0.077300002532999998,0.34800000000000003
0.077400002533000001,0.34800000000000003
0.07750000253299999,0.35400000000000004
0.077600002532999993,0.34800000000000003
0.077700002532999995,0.35400000000000004
0.077800002532999998,0.35000000000000003
0.077900002533000001,0.34800000000000003
0.07800000253299999,0.35000000000000003
0.078100002532999993,0.34600000000000003
0.078200002532999996,0.34800000000000003
0.078300002532999999,0.34400000000000003
0.078400002533000002,0.34800000000000003
0.078500002532999991,0.34000000000000002
0.078600002532999994,0.34000000000000002
0.078700002532999996,0.34600000000000003
0.078800002532999999,0.34600000000000003
0.078900002533000002,0.34000000000000002
0.079000002532999991,0.33800000000000002
0.079100002532999994,0.34200000000000003
0.079200002532999997,0.33800000000000002
0.079300002533,0.34200000000000003
0.079400002533000003,0.33600000000000002
0.079500002532999992,0.34000000000000002
0.079600002532999994,0.33400000000000002
0.079700002532999997,0.34000000000000002
0.079800002533,0.33400000000000002
0.079900002533000003,0.33800000000000002
0.080000002532999992,0.33800000000000002
0.080100002532999995,0.33400000000000002
0.080200002532999998,0.33400000000000002
0.080300002533000001,0.33600000000000002
0.080400002533000003,0.33200000000000002
0.080500002532999992,0.33400000000000002
0.080600002532999995,0.33400000000000002
0.080700002532999998,0.32800000000000001
0.080800002533000001,0.33200000000000002
0.080900002533000004,0.32800000000000001
0.081000002532999993,0.33000000000000002
0.081100002532999996,0.32600000000000001
0.081200002532999999,0.32600000000000001
0.081300002533000001,0.32200000000000001
0.081400002533000004,0.32400000000000001
0.081500002532999993,0.32000000000000001
0.081600002532999996,0.32600000000000001
0.081700002532999999,0.32000000000000001
0.081800002533000002,0.32000000000000001
0.081900002533000005,0.32600000000000001
0.082000002532999994,0.32400000000000001
0.082100002532999997,0.32000000000000001
0.082200002532999999,0.32000000000000001
0.082300002533000002,0.32600000000000001
0.082400002533000005,0.32400000000000001
0.082500002532999994,0.32000000000000001
0.082600002532999997,0.32400000000000001
0.082700002533,0.32800000000000001
0.082800002532999989,0.32200000000000001
0.082900002533000006,0.32600000000000001
0.083000002532999995,0.32600000000000001
0.083100002532999998,0.33000000000000002
0.083200002533,0.32600000000000001
0.083300002532999989,0.33000000000000002
0.083400002533000006,0.32600000000000001
0.083500002532999995,0.35400000000000004
0.083600002532999998,0.35800000000000004
0.083700002533000001,0.36799999999999999
0.08380000253299999,0.36799999999999999
0.083900002532999993,0.376
0.084000002532999996,0.376
0.084100002532999998,0.39200000000000002
0.084200002533000001,0.39000000000000001
0.08430000253299999,0.40400000000000003
0.084400002532999993,0.40800000000000003
0.084500002532999996,0.40200000000000002
0.084600002532999999,0.40400000000000003
0.084700002533000002,0.42000000000000004
0.084800002532999991,0.42400000000000004
0.084900002532999994,0.41600000000000004
0.085000002532999996,0.42000000000000004
0.085100002532999999,0.44000000000000006
0.085200002533000002,0.44000000000000006
0.085300002532999991,0.45400000000000001
0.085400002532999994,0.45600000000000002
0.085500002532999997,0.45200000000000001
0.085600002533,0.45600000000000002
0.085700002533000003,0.45200000000000001
0.085800002532999992,0.45600000000000002
0.085900002532999994,0.45000000000000001
0.086000002532999997,0.45000000000000001
0.086100002533,0.44400000000000001
0.086200002533000003,0.44600000000000001
0.086300002532999992,0.43600000000000005
0.086400002532999995,0.43600000000000005
0.086500002532999998,0.42600000000000005
0.086600002533000001,0.42400000000000004
0.086700002533000003,0.41200000000000003
0.086800002532999992,0.41200000000000003
0.086900002532999995,0.40200000000000002
0.087000002532999998,0.40200000000000002
0.087100002533000001,0.39000000000000001
0.087200002533000004,0.39000000000000001
0.087300002532999993,0.38400000000000001
0.087400002532999996,0.38400000000000001
0.087500002532999999,0.374
0.087600002533000002,0.376
0.087700002533000004,0.38
